urgent_surgeries,location,region,conventional_surgeries,health_centre,period,scheduled_surgeries,ambulatory_surgeries,year,month
793.0,"[40.117897, -8.8586755]",Central,2490.0,"Hospital Distrital da Figueira da Foz, EPE",2014-12,5672,3182,2014,12
874.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,2643.0,"Centro Hospitalar Barreiro/Montijo, EPE",2014-12,5499,2856,2014,12
4449.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,16194.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2014-12,29779,13585,2014,12
2331.0,"[38.729006, -9.418267]",Lisbon and Tagus Valley,1821.0,"Hospital de Cascais, PPP",2014-12,6814,4993,2014,12
1136.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,2827.0,"Hospital de Vila Franca de Xira, PPP",2014-12,8390,5563,2014,12
5163.0,"[41.1472498, -8.6172617]",Northern,11876.0,"Centro Hospitalar Universitário do Porto, EPE",2014-12,29090,17214,2014,12
176.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,224.0,"Centro Hospitalar do Oeste, EPE",2015-01,493,269,2015,1
94.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,237.0,"Hospital de Vila Franca de Xira, PPP",2015-01,752,515,2015,1
141.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,134.0,"Hospital Distrital de Santarém, EPE",2015-01,407,273,2015,1
14.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,357.0,"Instituto Português Oncologia de Lisboa, EPE",2015-01,541,184,2015,1
129.0,"[41.3423984, -8.4802503]",Northern,233.0,"Centro Hospitalar do Médio Ave, EPE",2015-01,609,376,2015,1
197.0,"[40.9293884, -8.5458794]",Northern,408.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2015-01,1192,784,2015,1
173.0,"[41.4387173, -8.3086907]",Northern,443.0,"Hospital da Senhora da Oliveira, Guimarães, EPE",2015-01,938,495,2015,1
154.0,"[38.014123, -7.8721227]",Alentejo,315.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2015-02,633,318,2015,2
123.0,"[39.3003425, -7.4263845]",Alentejo,350.0,"Unidade Local de Saúde do Norte Alentejano, EPE",2015-02,941,591,2015,2
158.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,432.0,"Centro Hospitalar Barreiro/Montijo, EPE",2015-02,947,515,2015,2
253.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,263.0,"Hospital Distrital de Santarém, EPE",2015-02,837,574,2015,2
232.0,"[38.014123, -7.8721227]",Alentejo,496.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2015-03,998,502,2015,3
175.0,"[38.0162314, -8.6956768]",Alentejo,343.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2015-03,728,385,2015,3
1683.0,"[40.2191523, -8.4098211]",Central,4467.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2015-03,9527,5060,2015,3
265.0,"[39.8212263, -7.4981271]",Central,649.0,"Unidade Local de Saúde de Castelo Branco, EPE",2015-03,1476,827,2015,3
1098.0,"[38.708454, -9.216985]",Lisbon and Tagus Valley,1879.0,"Centro Hospitalar de Lisboa Ocidental, EPE",2015-03,3900,2021,2015,3
361.0,"[39.478072, -8.5404429]",Lisbon and Tagus Valley,797.0,"Centro Hospitalar Médio Tejo, EPE",2015-03,1738,941,2015,3
541.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,971.0,"Hospital de Loures, PPP",2015-03,3169,2198,2015,3
1353.0,"[41.1831056, -8.6010558]",Northern,4488.0,"Centro Hospitalar Universitário de São João, EPE",2015-03,10117,5629,2015,3
670.0,"[41.2494561, -8.264901]",Northern,1991.0,"Centro Hospitalar Tâmega e Sousa, EPE",2015-03,4816,2825,2015,3
414.0,"[41.1794456, -8.6745115]",Northern,1171.0,"Unidade Local de Saúde de Matosinhos, EPE",2015-03,3543,2372,2015,3
527.0,"[41.7056054, -8.8252713]",Northern,1104.0,"Unidade Local de Saúde do Alto Minho, EPE",2015-03,2793,1689,2015,3
340.0,"[38.014123, -7.8721227]",Alentejo,668.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2015-04,1381,713,2015,4
281.0,"[40.117897, -8.8586755]",Central,714.0,"Hospital Distrital da Figueira da Foz, EPE",2015-04,1869,1155,2015,4
2553.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,4963.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2015-04,11071,6108,2015,4
548.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,1058.0,"Centro Hospitalar de Setúbal, EPE",2015-04,2957,1899,2015,4
1606.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,6048.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2015-04,11243,5195,2015,4
421.0,"[41.3828711, -8.7589945]",Northern,910.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2015-04,1542,632,2015,4
919.0,"[41.2494561, -8.264901]",Northern,2660.0,"Centro Hospitalar Tâmega e Sousa, EPE",2015-04,6601,3941,2015,4
341.0,"[40.2804158, -7.4922407]",Central,1176.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2015-05,2467,1291,2015,5
395.0,"[40.5309916, -7.2734793]",Central,1036.0,"Unidade Local de Saúde da Guarda, EPE",2015-05,2947,1911,2015,5
474.0,"[39.8212263, -7.4981271]",Central,1104.0,"Unidade Local de Saúde de Castelo Branco, EPE",2015-05,2507,1403,2015,5
3238.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,6071.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2015-05,13484,7413,2015,5
605.0,"[39.478072, -8.5404429]",Lisbon and Tagus Valley,1329.0,"Centro Hospitalar Médio Tejo, EPE",2015-05,3016,1687,2015,5
513.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,1183.0,"Hospital de Vila Franca de Xira, PPP",2015-05,3938,2755,2015,5
1048.0,"[40.9293884, -8.5458794]",Northern,3032.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2015-05,6859,3827,2015,5
532.0,"[41.3828711, -8.7589945]",Northern,1168.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2015-05,1954,786,2015,5
951.0,"[41.3031784, -7.7515252]",Northern,1416.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2015-05,4652,3236,2015,5
1168.0,"[41.56785, -8.398982]",Northern,3824.0,"Hospital de Braga, PPP",2015-05,10219,6395,2015,5
198.0,"[41.1785642, -8.6062881]",Northern,2357.0,"Instituto Português Oncologia do Porto, EPE",2015-05,5148,2791,2015,5
1192.0,"[38.729006, -9.418267]",Lisbon and Tagus Valley,837.0,"Hospital de Cascais, PPP",2015-06,3142,2305,2015,6
599.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,1443.0,"Hospital de Vila Franca de Xira, PPP",2015-06,4755,3312,2015,6
828.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,857.0,"Hospital Distrital de Santarém, EPE",2015-06,2591,1734,2015,6
2758.0,"[41.1831056, -8.6010558]",Northern,8776.0,"Centro Hospitalar Universitário de São João, EPE",2015-06,19701,10925,2015,6
1357.0,"[41.2494561, -8.264901]",Northern,4036.0,"Centro Hospitalar Tâmega e Sousa, EPE",2015-06,10232,6196,2015,6
1298.0,"[41.1094138, -8.5972617]",Northern,3810.0,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",2015-06,10610,6800,2015,6
66.0,"[41.5324234, -8.6171561]",Northern,538.0,"Hospital Santa Maria Maior, EPE",2015-06,1758,1220,2015,6
477.0,"[39.3003425, -7.4263845]",Alentejo,1214.0,"Unidade Local de Saúde do Norte Alentejano, EPE",2015-07,3434,2220,2015,7
452.0,"[40.2804158, -7.4922407]",Central,1621.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2015-07,3501,1880,2015,7
481.0,"[40.117897, -8.8586755]",Central,1341.0,"Hospital Distrital da Figueira da Foz, EPE",2015-07,3424,2083,2015,7
2998.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,10037.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2015-07,19112,9075,2015,7
1399.0,"[38.729006, -9.418267]",Lisbon and Tagus Valley,987.0,"Hospital de Cascais, PPP",2015-07,3668,2681,2015,7
700.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,1740.0,"Hospital de Vila Franca de Xira, PPP",2015-07,5600,3860,2015,7
1487.0,"[40.9293884, -8.5458794]",Northern,4464.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2015-07,9744,5280,2015,7
88.0,"[41.5324234, -8.6171561]",Northern,620.0,"Hospital Santa Maria Maior, EPE",2015-07,2113,1493,2015,7
1052.0,"[41.8056532, -6.7888197]",Northern,1129.0,"Unidade Local de Saúde do Nordeste, EPE",2015-07,3165,2036,2015,7
1012.0,"[38.5684861, -7.9032848]",Alentejo,3456.0,"Hospital Espírito Santo de Évora, EPE",2015-08,8683,5227,2015,8
551.0,"[38.0162314, -8.6956768]",Alentejo,885.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2015-08,1519,634,2015,8
517.0,"[40.2804158, -7.4922407]",Central,1726.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2015-08,3707,1981,2015,8
556.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,1779.0,"Centro Hospitalar Barreiro/Montijo, EPE",2015-08,3726,1947,2015,8
1134.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,2002.0,"Centro Hospitalar de Setúbal, EPE",2015-08,6151,4149,2015,8
1117.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,1082.0,"Hospital Distrital de Santarém, EPE",2015-08,3256,2174,2015,8
1469.0,"[38.6658713, -9.1822554]",Lisbon and Tagus Valley,2963.0,"Hospital Garcia de Orta, EPE",2015-08,7927,4964,2015,8
191.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,3110.0,"Instituto Português Oncologia de Lisboa, EPE",2015-08,4928,1818,2015,8
814.0,"[41.3828711, -8.7589945]",Northern,1913.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2015-08,3253,1340,2015,8
97.0,"[41.5324234, -8.6171561]",Northern,672.0,"Hospital Santa Maria Maior, EPE",2015-08,2415,1743,2015,8
342.0,"[41.1785642, -8.6062881]",Northern,3749.0,"Instituto Português Oncologia do Porto, EPE",2015-08,8115,4366,2015,8
1135.0,"[41.1794456, -8.6745115]",Northern,3202.0,"Unidade Local de Saúde de Matosinhos, EPE",2015-08,9128,5926,2015,8
1508.0,"[41.7056054, -8.8252713]",Northern,2703.0,"Unidade Local de Saúde do Alto Minho, EPE",2015-08,6732,4029,2015,8
657.0,"[39.3003425, -7.4263845]",Alentejo,1612.0,"Unidade Local de Saúde do Norte Alentejano, EPE",2015-09,4405,2793,2015,9
614.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,1994.0,"Centro Hospitalar Barreiro/Montijo, EPE",2015-09,4227,2233,2015,9
5927.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,10136.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2015-09,22432,12296,2015,9
1631.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,1379.0,"Centro Hospitalar do Oeste, EPE",2015-09,3682,2303,2015,9
3633.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,4290.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2015-09,8253,3963,2015,9
3904.0,"[41.1472498, -8.6172617]",Northern,8858.0,"Centro Hospitalar Universitário do Porto, EPE",2015-09,22026,13168,2015,9
1922.0,"[40.9293884, -8.5458794]",Northern,5715.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2015-09,12247,6532,2015,9
2063.0,"[41.2494561, -8.264901]",Northern,5943.0,"Centro Hospitalar Tâmega e Sousa, EPE",2015-09,15423,9480,2015,9
375.0,"[41.1785642, -8.6062881]",Northern,4278.0,"Instituto Português Oncologia do Porto, EPE",2015-09,9276,4998,2015,9
3564.0,"[37.0238973, -7.9281554]",Algarve,3975.0,"Centro Hospitalar Universitário do Algarve,EPE",2015-10,8216,4241,2015,10
2681.0,"[40.516364, -8.0827433]",Central,5584.0,"Centro Hospitalar Tondela-Viseu, EPE",2015-10,17539,11955,2015,10
693.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,2218.0,"Centro Hospitalar Barreiro/Montijo, EPE",2015-10,4727,2509,2015,10
4353.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,13728.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2015-10,26570,12842,2015,10
4368.0,"[41.1472498, -8.6172617]",Northern,9928.0,"Centro Hospitalar Universitário do Porto, EPE",2015-10,24818,14890,2015,10
119.0,"[41.5324234, -8.6171561]",Northern,921.0,"Hospital Santa Maria Maior, EPE",2015-10,3513,2592,2015,10
1424.0,"[41.1794456, -8.6745115]",Northern,4081.0,"Unidade Local de Saúde de Matosinhos, EPE",2015-10,11927,7846,2015,10
885.0,"[40.5309916, -7.2734793]",Central,2094.0,"Unidade Local de Saúde da Guarda, EPE",2015-11,6025,3931,2015,11
1083.0,"[39.8212263, -7.4981271]",Central,2377.0,"Unidade Local de Saúde de Castelo Branco, EPE",2015-11,5329,2952,2015,11
7181.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,12560.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2015-11,27723,15163,2015,11
1489.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,1567.0,"Hospital Distrital de Santarém, EPE",2015-11,4618,3051,2015,11
2011.0,"[38.6658713, -9.1822554]",Lisbon and Tagus Valley,4246.0,"Hospital Garcia de Orta, EPE",2015-11,11449,7203,2015,11
275.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,4332.0,"Instituto Português Oncologia de Lisboa, EPE",2015-11,6873,2541,2015,11
1380.0,"[41.3423984, -8.4802503]",Northern,2454.0,"Centro Hospitalar do Médio Ave, EPE",2015-11,6107,3653,2015,11
2349.0,"[40.9293884, -8.5458794]",Northern,7326.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2015-11,15680,8354,2015,11
2502.0,"[41.1094138, -8.5972617]",Northern,6976.0,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",2015-11,19265,12289,2015,11
1757.0,"[41.4387173, -8.3086907]",Northern,5049.0,"Hospital da Senhora da Oliveira, Guimarães, EPE",2015-11,10675,5626,2015,11
2597.0,"[41.56785, -8.398982]",Northern,8360.0,"Hospital de Braga, PPP",2015-11,22723,14363,2015,11
1150.0,"[39.8212263, -7.4981271]",Central,2579.0,"Unidade Local de Saúde de Castelo Branco, EPE",2015-12,5831,3252,2015,12
7868.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,13496.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2015-12,29807,16311,2015,12
1605.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,1681.0,"Hospital Distrital de Santarém, EPE",2015-12,4933,3252,2015,12
5503.0,"[41.1831056, -8.6010558]",Northern,17389.0,"Centro Hospitalar Universitário de São João, EPE",2015-12,38625,21236,2015,12
108.0,"[38.014123, -7.8721227]",Alentejo,139.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2016-01,318,179,2016,1
71.0,"[39.3003425, -7.4263845]",Alentejo,172.0,"Unidade Local de Saúde do Norte Alentejano, EPE",2016-01,492,320,2016,1
563.0,"[40.2191523, -8.4098211]",Central,1378.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2016-01,3069,1691,2016,1
151.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,226.0,"Centro Hospitalar de Setúbal, EPE",2016-01,691,465,2016,1
492.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,1361.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2016-01,2638,1277,2016,1
100.0,"[41.3423984, -8.4802503]",Northern,215.0,"Centro Hospitalar do Médio Ave, EPE",2016-01,507,292,2016,1
208.0,"[40.9293884, -8.5458794]",Northern,588.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2016-01,1198,610,2016,1
12.0,"[41.5324234, -8.6171561]",Northern,106.0,"Hospital Santa Maria Maior, EPE",2016-01,364,258,2016,1
135.0,"[41.1794456, -8.6745115]",Northern,382.0,"Unidade Local de Saúde de Matosinhos, EPE",2016-01,1050,668,2016,1
138.0,"[39.3003425, -7.4263845]",Alentejo,341.0,"Unidade Local de Saúde do Norte Alentejano, EPE",2016-02,1055,714,2016,2
102.0,"[40.117897, -8.8586755]",Central,385.0,"Hospital Distrital da Figueira da Foz, EPE",2016-02,955,570,2016,2
178.0,"[40.5309916, -7.2734793]",Central,421.0,"Unidade Local de Saúde da Guarda, EPE",2016-02,1230,809,2016,2
1219.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,2192.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2016-02,4744,2552,2016,2
282.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,498.0,"Centro Hospitalar de Setúbal, EPE",2016-02,1529,1031,2016,2
432.0,"[38.729006, -9.418267]",Lisbon and Tagus Valley,270.0,"Hospital de Cascais, PPP",2016-02,1233,963,2016,2
851.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,879.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2016-02,2205,1326,2016,2
330.0,"[41.3031784, -7.7515252]",Northern,673.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2016-02,2082,1409,2016,2
288.0,"[41.1794456, -8.6745115]",Northern,768.0,"Unidade Local de Saúde de Matosinhos, EPE",2016-02,2180,1412,2016,2
272.0,"[41.8056532, -6.7888197]",Northern,284.0,"Unidade Local de Saúde do Nordeste, EPE",2016-02,719,435,2016,2
670.0,"[39.7414812, -8.7982706]",Central,1271.0,"Centro Hospitalar de Leiria, EPE",2016-03,3052,1781,2016,3
520.0,"[40.6362453, -8.6543716]",Central,850.0,"Centro Hospitalar do Baixo Vouga, EPE",2016-03,2350,1500,2016,3
187.0,"[40.117897, -8.8586755]",Central,608.0,"Hospital Distrital da Figueira da Foz, EPE",2016-03,1535,927,2016,3
378.0,"[39.478072, -8.5404429]",Lisbon and Tagus Valley,749.0,"Centro Hospitalar Médio Tejo, EPE",2016-03,2057,1308,2016,3
620.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,883.0,"Hospital de Loures, PPP",2016-03,3170,2287,2016,3
704.0,"[41.1094138, -8.5972617]",Northern,2188.0,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",2016-03,5647,3459,2016,3
31.0,"[41.5324234, -8.6171561]",Northern,309.0,"Hospital Santa Maria Maior, EPE",2016-03,1079,770,2016,3
154.0,"[41.1785642, -8.6062881]",Northern,1497.0,"Instituto Português Oncologia do Porto, EPE",2016-03,3400,1903,2016,3
546.0,"[38.5684861, -7.9032848]",Alentejo,1538.0,"Hospital Espírito Santo de Évora, EPE",2016-04,4296,2758,2016,4
411.0,"[38.014123, -7.8721227]",Alentejo,578.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2016-04,1435,857,2016,4
1234.0,"[37.0238973, -7.9281554]",Algarve,1283.0,"Centro Hospitalar Universitário do Algarve,EPE",2016-04,3003,1720,2016,4
976.0,"[40.516364, -8.0827433]",Central,2106.0,"Centro Hospitalar Tondela-Viseu, EPE",2016-04,6499,4393,2016,4
259.0,"[40.117897, -8.8586755]",Central,828.0,"Hospital Distrital da Figueira da Foz, EPE",2016-04,2055,1227,2016,4
330.0,"[39.8212263, -7.4981271]",Central,921.0,"Unidade Local de Saúde de Castelo Branco, EPE",2016-04,2092,1171,2016,4
251.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,938.0,"Centro Hospitalar Barreiro/Montijo, EPE",2016-04,2119,1181,2016,4
798.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,1145.0,"Hospital de Loures, PPP",2016-04,4147,3002,2016,4
1748.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,1580.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2016-04,4396,2816,2016,4
334.0,"[41.3828711, -8.7589945]",Northern,1006.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2016-04,1779,773,2016,4
691.0,"[41.4387173, -8.3086907]",Northern,1841.0,"Hospital da Senhora da Oliveira, Guimarães, EPE",2016-04,3825,1984,2016,4
190.0,"[41.1785642, -8.6062881]",Northern,1945.0,"Instituto Português Oncologia do Porto, EPE",2016-04,4201,2256,2016,4
738.0,"[41.7056054, -8.8252713]",Northern,1493.0,"Unidade Local de Saúde do Alto Minho, EPE",2016-04,3730,2237,2016,4
393.0,"[40.5309916, -7.2734793]",Central,1062.0,"Unidade Local de Saúde da Guarda, EPE",2016-05,3204,2142,2016,5
1239.0,"[38.708454, -9.216985]",Lisbon and Tagus Valley,3129.0,"Centro Hospitalar de Lisboa Ocidental, EPE",2016-05,6570,3441,2016,5
476.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,1224.0,"Hospital de Vila Franca de Xira, PPP",2016-05,3833,2609,2016,5
1069.0,"[40.9293884, -8.5458794]",Northern,2699.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2016-05,6116,3417,2016,5
448.0,"[41.3828711, -8.7589945]",Northern,1306.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2016-05,2282,976,2016,5
1213.0,"[41.2494561, -8.264901]",Northern,3066.0,"Centro Hospitalar Tâmega e Sousa, EPE",2016-05,9173,6107,2016,5
49.0,"[41.5324234, -8.6171561]",Northern,548.0,"Hospital Santa Maria Maior, EPE",2016-05,1803,1255,2016,5
1487.0,"[38.708454, -9.216985]",Lisbon and Tagus Valley,3700.0,"Centro Hospitalar de Lisboa Ocidental, EPE",2016-06,7756,4056,2016,6
859.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,1676.0,"Centro Hospitalar de Setúbal, EPE",2016-06,5064,3388,2016,6
1214.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,1733.0,"Hospital de Loures, PPP",2016-06,6228,4495,2016,6
2593.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,2469.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2016-06,6710,4241,2016,6
152.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,2351.0,"Instituto Português Oncologia de Lisboa, EPE",2016-06,3784,1433,2016,6
1279.0,"[40.9293884, -8.5458794]",Northern,3362.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2016-06,7676,4314,2016,6
529.0,"[41.3828711, -8.7589945]",Northern,1618.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2016-06,2810,1192,2016,6
1036.0,"[41.3031784, -7.7515252]",Northern,1933.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2016-06,6002,4069,2016,6
60.0,"[41.5324234, -8.6171561]",Northern,697.0,"Hospital Santa Maria Maior, EPE",2016-06,2198,1501,2016,6
453.0,"[40.117897, -8.8586755]",Central,1390.0,"Hospital Distrital da Figueira da Foz, EPE",2016-07,3642,2252,2016,7
1754.0,"[38.708454, -9.216985]",Lisbon and Tagus Valley,4239.0,"Centro Hospitalar de Lisboa Ocidental, EPE",2016-07,8937,4698,2016,7
1341.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,1040.0,"Centro Hospitalar do Oeste, EPE",2016-07,2799,1759,2016,7
3300.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,9689.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2016-07,19379,9690,2016,7
999.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,963.0,"Hospital Distrital de Santarém, EPE",2016-07,3117,2154,2016,7
1063.0,"[38.6658713, -9.1822554]",Lisbon and Tagus Valley,2635.0,"Hospital Garcia de Orta, EPE",2016-07,7751,5116,2016,7
847.0,"[41.3423984, -8.4802503]",Northern,1414.0,"Centro Hospitalar do Médio Ave, EPE",2016-07,3675,2261,2016,7
1162.0,"[41.4387173, -8.3086907]",Northern,3246.0,"Hospital da Senhora da Oliveira, Guimarães, EPE",2016-07,6756,3510,2016,7
1650.0,"[41.56785, -8.398982]",Northern,5343.0,"Hospital de Braga, PPP",2016-07,14267,8924,2016,7
330.0,"[41.1785642, -8.6062881]",Northern,3390.0,"Instituto Português Oncologia do Porto, EPE",2016-07,7546,4156,2016,7
959.0,"[41.8056532, -6.7888197]",Northern,1070.0,"Unidade Local de Saúde do Nordeste, EPE",2016-07,2806,1736,2016,7
673.0,"[39.8212263, -7.4981271]",Central,1748.0,"Unidade Local de Saúde de Castelo Branco, EPE",2016-08,4173,2425,2016,8
1549.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,1209.0,"Centro Hospitalar do Oeste, EPE",2016-08,3144,1935,2016,8
3747.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,10762.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2016-08,21510,10748,2016,8
1067.0,"[39.478072, -8.5404429]",Lisbon and Tagus Valley,2049.0,"Centro Hospitalar Médio Tejo, EPE",2016-08,5637,3588,2016,8
208.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,3160.0,"Instituto Português Oncologia de Lisboa, EPE",2016-08,4866,1706,2016,8
79.0,"[41.5324234, -8.6171561]",Northern,888.0,"Hospital Santa Maria Maior, EPE",2016-08,2902,2014,2016,8
1114.0,"[41.8056532, -6.7888197]",Northern,1169.0,"Unidade Local de Saúde do Nordeste, EPE",2016-08,3142,1973,2016,8
882.0,"[38.014123, -7.8721227]",Alentejo,1263.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2016-09,3298,2035,2016,9
620.0,"[38.0162314, -8.6956768]",Alentejo,943.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2016-09,3534,2591,2016,9
3062.0,"[37.0238973, -7.9281554]",Algarve,3216.0,"Centro Hospitalar Universitário do Algarve,EPE",2016-09,7394,4178,2016,9
2042.0,"[39.7414812, -8.7982706]",Central,3646.0,"Centro Hospitalar de Leiria, EPE",2016-09,9223,5577,2016,9
555.0,"[40.117897, -8.8586755]",Central,1744.0,"Hospital Distrital da Figueira da Foz, EPE",2016-09,4597,2853,2016,9
1254.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,2414.0,"Centro Hospitalar de Setúbal, EPE",2016-09,7266,4852,2016,9
902.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,2217.0,"Hospital de Vila Franca de Xira, PPP",2016-09,6923,4706,2016,9
1136.0,"[41.3423984, -8.4802503]",Northern,1662.0,"Centro Hospitalar do Médio Ave, EPE",2016-09,4510,2848,2016,9
852.0,"[41.3828711, -8.7589945]",Northern,2386.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2016-09,3962,1576,2016,9
1243.0,"[41.8056532, -6.7888197]",Northern,1328.0,"Unidade Local de Saúde do Nordeste, EPE",2016-09,3527,2199,2016,9
703.0,"[38.0162314, -8.6956768]",Alentejo,1054.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2016-10,3887,2833,2016,10
3399.0,"[37.0238973, -7.9281554]",Algarve,3594.0,"Centro Hospitalar Universitário do Algarve,EPE",2016-10,8185,4591,2016,10
741.0,"[40.2804158, -7.4922407]",Central,2441.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2016-10,5799,3358,2016,10
5777.0,"[40.2191523, -8.4098211]",Central,13487.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2016-10,29975,16488,2016,10
