period,health_centre,location,tot_patients_waiting,pct_patients_normal_waiting_time,patients_normal_waiting_time,region,year,month
2024-05,"Unidade Local de Saúde de Barcelos/Esposende, EPE","[41.533438, -8.616604]",3127,76.2,2382,Northern,2024,5
2024-05,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",14842,79.7,11830,Northern,2024,5
2024-05,"Unidade Local de Saúde de Matosinhos, EPE","[41.181859, -8.663374]",6983,83.0,5796,Northern,2024,5
2024-05,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","[41.310331, -7.760103]",4618,81.2,3748,Northern,2024,5
2024-05,"Unidade Local de Saúde do Alentejo Central, EPE","[38.568838, -7.903064]",6014,49.1,2952,Alentejo,2024,5
2024-05,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",11437,44.6,5101,Algarve,2024,5
2024-05,"Unidade Local de Saúde do Baixo Mondego, EPE","[40.130297609, -8.8606]",2507,98.0,2457,Central,2024,5
2025-05,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","[41.383183, -8.758784]",1534,96.9,1486,Northern,2025,5
2025-05,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","[40.9295, -8.54567]",8632,86.9,7500,Northern,2025,5
2025-05,"Unidade Local de Saúde de Santo António, EPE","[41.147283, -8.619536]",7858,82.4,6478,Northern,2025,5
2025-05,"Unidade Local de Saúde de São José, EPE","[38.7169, -9.13654]",20431,53.2,10869,Lisbon and Tagus Valley,2025,5
2025-05,"Unidade Local de Saúde do Alto Alentejo, EPE","[39.2999, -7.4267]",1967,73.9,1453,Alentejo,2025,5
2025-05,"Unidade Local de Saúde do Baixo Mondego, EPE","[40.130297609, -8.8606]",2840,93.9,2668,Central,2025,5
2025-05,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.039936, -8.731693]",2313,92.8,2147,Alentejo,2025,5
2025-05,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3258,90.1,2935,Northern,2025,5
2024-06,"Unidade Local de Saúde da Arrábida, EPE","[38.529351, -8.881073]",8045,63.3,5094,Lisbon and Tagus Valley,2024,6
2024-06,"Unidade Local de Saúde da Lezíria, EPE","[39.232503, -8.715083]",4525,72.5,3281,Lisbon and Tagus Valley,2024,6
2024-06,"Unidade Local de Saúde de Almada-Seixal, EPE","[38.67381, -9.17597]",11543,51.5,5949,Lisbon and Tagus Valley,2024,6
2024-06,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",11415,44.9,5124,Algarve,2024,6
2024-06,"Unidade Local de Saúde do Baixo Mondego, EPE","[40.130297609, -8.8606]",2533,97.4,2467,Central,2024,6
2025-06,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","[40.217, -8.40991]",1034,84.8,877,Central,2025,6
2025-06,"Unidade Local de Saúde da Guarda, EPE","[40.5309943471486, -7.0]",1231,72.1,888,Central,2025,6
2025-06,"Unidade Local de Saúde da Região de Aveiro, EPE","[40.636332, -8.654388]",5551,82.1,4559,Central,2025,6
2025-06,"Unidade Local de Saúde de Almada-Seixal, EPE","[38.67381, -9.17597]",10731,58.1,6236,Lisbon and Tagus Valley,2025,6
2025-06,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",11523,48.5,5590,Algarve,2025,6
2025-06,"Unidade Local de Saúde do Alto Alentejo, EPE","[39.2999, -7.4267]",1899,71.7,1361,Alentejo,2025,6
2025-06,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.0146, -7.86863]",1790,82.7,1481,Alentejo,2025,6
2025-06,"Unidade Local de Saúde do Baixo Mondego, EPE","[40.130297609, -8.8606]",2861,93.0,2660,Central,2025,6
2025-06,"Unidade Local de Saúde do Médio Tejo, EPE","[39.605565, -8.404399]",4686,83.1,3896,Lisbon and Tagus Valley,2025,6
2025-06,"Unidade Local de Saúde do Nordeste, EPE","[41.802452, -6.768198]",1690,83.7,1414,Northern,2025,6
2024-07,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","[40.217, -8.40991]",1314,79.8,1049,Central,2024,7
2024-07,"Unidade Local de Saúde da Arrábida, EPE","[38.529351, -8.881073]",8185,63.8,5226,Lisbon and Tagus Valley,2024,7
2024-07,"Unidade Local de Saúde de Almada-Seixal, EPE","[38.67381, -9.17597]",11426,51.5,5884,Lisbon and Tagus Valley,2024,7
2024-07,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","[40.9295, -8.54567]",8190,90.5,7412,Northern,2024,7
2024-07,"Unidade Local de Saúde de Santo António, EPE","[41.147283, -8.619536]",8469,80.9,6852,Northern,2024,7
2024-07,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","[41.1254463195801, -8.0]",10879,92.1,10019,Northern,2024,7
2024-07,"Unidade Local de Saúde do Alto Minho, EPE","[41.697519, -8.832517]",5871,80.5,4728,Northern,2024,7
2024-07,"Unidade Local de Saúde do Tâmega e Sousa, EPE","[41.1971153671548, -8.0]",7207,87.9,6336,Northern,2024,7
2025-07,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","[41.1811, -8.60469]",2182,73.5,1604,Northern,2025,7
2025-07,"Unidade Local de Saúde da Região de Aveiro, EPE","[40.636332, -8.654388]",5576,81.0,4515,Central,2025,7
2025-07,"Unidade Local de Saúde de Dão-Lafões, EPE","[40.6509, -7.91039]",5874,83.1,4880,Central,2025,7
2025-07,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","[40.9295, -8.54567]",8130,87.8,7137,Northern,2025,7
2025-07,"Unidade Local de Saúde de Santo António, EPE","[41.147283, -8.619536]",7523,83.1,6248,Northern,2025,7
2025-07,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","[41.1254463195801, -8.0]",10804,91.2,9854,Northern,2025,7
2025-07,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",11401,50.6,5766,Algarve,2025,7
2025-07,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.0146, -7.86863]",1758,84.1,1478,Alentejo,2025,7
2025-07,"Unidade Local de Saúde do Nordeste, EPE","[41.802452, -6.768198]",1836,86.4,1586,Northern,2025,7
2025-07,"Unidade Local de Saúde do Tâmega e Sousa, EPE","[41.1971153671548, -8.0]",7348,85.5,6285,Northern,2025,7
2024-08,"Unidade Local de Saúde Castelo Branco, EPE","[39.822737, -7.499876]",1499,90.7,1360,Central,2024,8
2024-08,"Unidade Local de Saúde da Região de Leiria, EPE","[39.7418, -8.79444]",6668,84.8,5654,Central,2024,8
2024-08,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","[40.9295, -8.54567]",8091,89.0,7199,Northern,2024,8
2024-08,"Unidade Local de Saúde de Santo António, EPE","[41.147283, -8.619536]",9378,80.4,7537,Northern,2024,8
2024-08,"Unidade Local de Saúde do Alto Ave, EPE","[41.488574, -8.338685]",7667,84.8,6502,Northern,2024,8
2024-08,"Unidade Local de Saúde do Arco Ribeirinho, EPE","[38.6527214050293, -9.0]",2567,67.0,1720,Lisbon and Tagus Valley,2024,8
2024-08,"Unidade Local de Saúde do Médio Tejo, EPE","[39.605565, -8.404399]",4372,84.4,3689,Lisbon and Tagus Valley,2024,8
2024-08,"Unidade Local de Saúde do Oeste, EPE","[39.4055519104004, -9.0]",2777,87.5,2429,Lisbon and Tagus Valley,2024,8
2025-08,"Unidade Local de Saúde da Cova da Beira, EPE","[40.2776794433594, -7.0]",2635,68.6,1808,Central,2025,8
2025-08,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",17191,69.8,12003,Northern,2025,8
2025-08,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","[40.9295, -8.54567]",8172,86.2,7048,Northern,2025,8
2025-08,"Unidade Local de Saúde de Santo António, EPE","[41.147283, -8.619536]",8470,83.1,7039,Northern,2025,8
2025-08,"Unidade Local de Saúde de São João, EPE","[41.1833, -8.60193]",12209,80.9,9871,Northern,2025,8
2025-08,"Unidade Local de Saúde de São José, EPE","[38.7169, -9.13654]",21506,51.2,11009,Lisbon and Tagus Valley,2025,8
2025-08,"Unidade Local de Saúde do Alentejo Central, EPE","[38.568838, -7.903064]",5780,48.8,2822,Alentejo,2025,8
2025-08,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.0146, -7.86863]",1759,82.5,1452,Alentejo,2025,8
2025-08,"Unidade Local de Saúde do Estuário do Tejo, EPE","[38.977344, -8.984882]",6804,48.3,3283,Lisbon and Tagus Valley,2025,8
2025-08,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3271,88.9,2909,Northern,2025,8
2025-08,"Unidade Local de Saúde do Tâmega e Sousa, EPE","[41.1971153671548, -8.0]",7295,84.7,6176,Northern,2025,8
2024-09,"Unidade Local de Saúde de Almada-Seixal, EPE","[38.67381, -9.17597]",11482,51.2,5883,Lisbon and Tagus Valley,2024,9
2024-09,"Unidade Local de Saúde de Amadora/Sintra, EPE","[38.7436332060551, -9.0]",6865,72.1,4948,Lisbon and Tagus Valley,2024,9
2024-09,"Unidade Local de Saúde de Barcelos/Esposende, EPE","[41.533438, -8.616604]",3095,74.3,2301,Northern,2024,9
2024-09,"Unidade Local de Saúde de São João, EPE","[41.1833, -8.60193]",10496,85.6,8986,Northern,2024,9
2024-09,"Unidade Local de Saúde do Oeste, EPE","[39.4055519104004, -9.0]",2677,86.0,2303,Lisbon and Tagus Valley,2024,9
2025-09,"Unidade Local de Saúde de Amadora/Sintra, EPE","[38.7436332060551, -9.0]",7540,62.9,4746,Lisbon and Tagus Valley,2025,9
2025-09,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","[40.9295, -8.54567]",7811,85.7,6692,Northern,2025,9
2025-09,"Unidade Local de Saúde de Lisboa Ocidental, EPE","[38.7084, -9.21711]",9856,54.3,5351,Lisbon and Tagus Valley,2025,9
2025-09,"Unidade Local de Saúde de Santo António, EPE","[41.147283, -8.619536]",8405,82.9,6968,Northern,2025,9
2025-09,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",11767,47.6,5600,Algarve,2025,9
2025-09,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.0146, -7.86863]",1861,82.8,1541,Alentejo,2025,9
2025-09,"Unidade Local de Saúde do Estuário do Tejo, EPE","[38.977344, -8.984882]",5713,42.1,2405,Lisbon and Tagus Valley,2025,9
2025-09,"Unidade Local de Saúde do Tâmega e Sousa, EPE","[41.1971153671548, -8.0]",7166,82.9,5942,Northern,2025,9
2024-10,"Unidade Local de Saúde Castelo Branco, EPE","[39.822737, -7.499876]",1661,90.6,1505,Central,2024,10
2024-10,"Unidade Local de Saúde da Arrábida, EPE","[38.529351, -8.881073]",8274,64.4,5326,Lisbon and Tagus Valley,2024,10
2024-10,"Unidade Local de Saúde da Região de Leiria, EPE","[39.7418, -8.79444]",6919,87.3,6039,Central,2024,10
2024-10,"Unidade Local de Saúde de Loures-Odivelas, EPE","[38.821769, -9.176301]",6989,45.7,3196,Lisbon and Tagus Valley,2024,10
2024-10,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",12148,45.6,5537,Algarve,2024,10
2024-10,"Unidade Local de Saúde do Alto Alentejo, EPE","[39.2999, -7.4267]",1754,67.2,1179,Alentejo,2024,10
2024-11,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","[40.217, -8.40991]",1273,84.3,1073,Central,2024,11
2024-11,"Unidade Local de Saúde da Região de Aveiro, EPE","[40.636332, -8.654388]",6052,80.6,4879,Central,2024,11
2024-11,"Unidade Local de Saúde de São João, EPE","[41.1833, -8.60193]",11357,89.3,10139,Northern,2024,11
2024-11,"Unidade Local de Saúde de São José, EPE","[38.7169, -9.13654]",22470,51.9,11660,Lisbon and Tagus Valley,2024,11
2024-11,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3786,83.3,3155,Northern,2024,11
2024-12,"Unidade Local de Saúde da Arrábida, EPE","[38.529351, -8.881073]",8289,63.8,5289,Lisbon and Tagus Valley,2024,12
2024-12,"Unidade Local de Saúde da Lezíria, EPE","[39.232503, -8.715083]",4711,68.2,3214,Lisbon and Tagus Valley,2024,12
2024-12,"Unidade Local de Saúde da Região de Aveiro, EPE","[40.636332, -8.654388]",5255,85.8,4510,Central,2024,12
2024-12,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","[40.9295, -8.54567]",8851,84.6,7484,Northern,2024,12
2024-12,"Unidade Local de Saúde de São José, EPE","[38.7169, -9.13654]",22214,51.5,11441,Lisbon and Tagus Valley,2024,12
2024-12,"Unidade Local de Saúde do Arco Ribeirinho, EPE","[38.6527214050293, -9.0]",2786,69.8,1944,Lisbon and Tagus Valley,2024,12
2018-01,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.0162314, -8.6956768]",1569,77.8,1220,Alentejo,2018,1
2018-01,"Unidade Local de Saúde do Norte Alentejano, EPE","[39.3003425, -7.4263845]",1608,76.3,1227,Alentejo,2018,1
2018-01,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",13423,59.1,7938,Lisbon and Tagus Valley,2018,1
2018-01,Centro Hospitalar do Oeste,"[39.4054629, -9.1258493]",3967,60.3,2394,Lisbon and Tagus Valley,2018,1
2018-01,"Hospital de Cascais, PPP","[38.729006, -9.418267]",2366,76.8,1816,Lisbon and Tagus Valley,2018,1
2018-01,"Hospital de Loures, PPP","[38.821455, -9.176296]",5429,77.2,4189,Lisbon and Tagus Valley,2018,1
2018-01,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1354,67.1,909,Lisbon and Tagus Valley,2018,1
2018-01,"Centro Hospitalar de São João, EPE","[41.1831056, -8.6010558]",11494,70.6,8120,Northern,2018,1
2018-01,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",2196,96.4,2116,Northern,2018,1
2018-01,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","[41.1094138, -8.5972617]",7108,78.4,5575,Northern,2018,1
2018-01,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",8116,68.9,5590,Northern,2018,1
2018-01,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",4183,80.1,3352,Northern,2018,1
2018-02,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",6553,83.3,5459,Central,2018,2
2018-02,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1221,76.0,928,Central,2018,2
2018-02,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",5099,63.4,3233,Lisbon and Tagus Valley,2018,2
2018-02,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1433,70.4,1009,Lisbon and Tagus Valley,2018,2
2018-02,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",5774,81.0,4677,Northern,2018,2
2018-02,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",4984,70.6,3521,Northern,2018,2
2018-02,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",1334,95.5,1274,Northern,2018,2
2018-02,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",8194,69.9,5727,Northern,2018,2
2018-03,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1644,75.4,1240,Alentejo,2018,3
2018-03,"Centro Hospitalar Universitário do Algarve,EPE","[37.0238973, -7.9281554]",8050,60.8,4896,Algarve,2018,3
2018-03,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",1697,67.7,1149,Central,2018,3
2018-03,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",6611,82.2,5432,Central,2018,3
2018-03,"Centro Hospitalar do Baixo Vouga, EPE","[40.6362453, -8.6543716]",4750,80.9,3841,Central,2018,3
2018-03,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",2075,62.6,1299,Central,2018,3
2018-03,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1181,78.7,929,Central,2018,3
2018-03,Centro Hospitalar do Oeste,"[39.4054629, -9.1258493]",3938,59.6,2348,Lisbon and Tagus Valley,2018,3
2018-03,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",9235,67.6,6244,Lisbon and Tagus Valley,2018,3
2018-03,"Hospital de Vila Franca de Xira, PPP","[38.977235, -8.984506]",5598,59.5,3330,Lisbon and Tagus Valley,2018,3
2018-03,"Hospital Garcia de Orta, EPE","[38.6658713, -9.1822554]",8154,55.5,4523,Lisbon and Tagus Valley,2018,3
2018-03,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",2378,97.3,2313,Northern,2018,3
2018-03,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",4132,81.8,3378,Northern,2018,3
2018-03,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",2332,88.4,2061,Northern,2018,3
2018-04,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1564,74.2,1161,Alentejo,2018,4
2018-04,"Unidade Local de Saúde do Norte Alentejano, EPE","[39.3003425, -7.4263845]",1545,78.1,1206,Alentejo,2018,4
2018-04,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",2051,62.7,1285,Central,2018,4
2018-04,"Hospital de Cascais, PPP","[38.729006, -9.418267]",2454,83.6,2052,Lisbon and Tagus Valley,2018,4
2018-04,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1517,62.1,942,Northern,2018,4
2018-04,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",7820,77.2,6039,Northern,2018,4
2018-04,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",4029,83.2,3353,Northern,2018,4
2018-05,"Hospital Espírito Santo de Évora, EPE","[38.5684861, -7.9032848]",4075,64.7,2635,Alentejo,2018,5
2018-05,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1523,71.3,1086,Alentejo,2018,5
2018-05,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.0162314, -8.6956768]",1401,76.0,1065,Alentejo,2018,5
2018-05,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",1865,69.0,1287,Central,2018,5
2018-05,"Centro Hospitalar Barreiro/Montijo, EPE","[38.6554005, -9.0592392]",2813,70.0,1970,Lisbon and Tagus Valley,2018,5
2018-05,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",5419,66.3,3595,Lisbon and Tagus Valley,2018,5
2018-05,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",9539,71.3,6800,Lisbon and Tagus Valley,2018,5
2018-05,"Hospital Garcia de Orta, EPE","[38.6658713, -9.1822554]",8284,53.4,4423,Lisbon and Tagus Valley,2018,5
2018-05,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1556,69.4,1080,Lisbon and Tagus Valley,2018,5
2018-05,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1578,63.8,1006,Northern,2018,5
2018-05,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",2280,84.6,1929,Northern,2018,5
2018-06,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",5420,66.1,3583,Lisbon and Tagus Valley,2018,6
2018-06,"Hospital Garcia de Orta, EPE","[38.6658713, -9.1822554]",8438,53.0,4475,Lisbon and Tagus Valley,2018,6
2018-06,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",4070,84.6,3445,Northern,2018,6
2018-06,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",2278,83.7,1906,Northern,2018,6
2018-07,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",1935,70.4,1363,Central,2018,7
2018-07,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",6913,84.3,5825,Central,2018,7
2018-07,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",14064,62.4,8775,Lisbon and Tagus Valley,2018,7
2018-07,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",5296,66.1,3499,Lisbon and Tagus Valley,2018,7
2018-07,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",9657,72.0,6952,Lisbon and Tagus Valley,2018,7
2018-07,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",3651,59.7,2181,Lisbon and Tagus Valley,2018,7
2018-07,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",6798,67.6,4594,Lisbon and Tagus Valley,2018,7
2018-07,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1566,66.1,1035,Lisbon and Tagus Valley,2018,7
2018-07,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",967,99.7,964,Northern,2018,7
2018-07,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",5272,69.8,3678,Northern,2018,7
2018-08,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1138,69.4,790,Alentejo,2018,8
2018-08,"Unidade Local de Saúde do Norte Alentejano, EPE","[39.3003425, -7.4263845]",1424,79.3,1129,Alentejo,2018,8
2018-08,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",14359,60.7,8719,Lisbon and Tagus Valley,2018,8
2018-08,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",5203,62.3,3242,Lisbon and Tagus Valley,2018,8
2018-08,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",6911,63.2,4366,Lisbon and Tagus Valley,2018,8
2018-08,"Centro Hospitalar Médio Tejo, EPE","[39.478072, -8.5404429]",4306,73.4,3162,Lisbon and Tagus Valley,2018,8
2018-08,"Hospital de Loures, PPP","[38.821455, -9.176296]",5414,73.8,3996,Lisbon and Tagus Valley,2018,8
2018-08,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",3582,58.6,2100,Lisbon and Tagus Valley,2018,8
2018-08,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",1119,98.7,1105,Northern,2018,8
2018-09,"Hospital Espírito Santo de Évora, EPE","[38.5684861, -7.9032848]",3852,66.5,2562,Alentejo,2018,9
2018-09,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.0162314, -8.6956768]",1625,74.8,1215,Alentejo,2018,9
2018-09,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",14620,60.2,8795,Lisbon and Tagus Valley,2018,9
2018-09,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",9910,67.9,6726,Lisbon and Tagus Valley,2018,9
2018-09,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1867,67.5,1260,Northern,2018,9
2018-10,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.0162314, -8.6956768]",1590,73.9,1175,Alentejo,2018,10
2018-10,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",1919,97.7,1874,Central,2018,10
2018-10,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1187,84.7,1005,Central,2018,10
2018-10,"Hospital de Vila Franca de Xira, PPP","[38.977235, -8.984506]",5248,65.2,3423,Lisbon and Tagus Valley,2018,10
2018-10,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",2797,94.4,2641,Northern,2018,10
2018-10,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",1313,98.8,1297,Northern,2018,10
2018-11,"Unidade Local de Saúde do Norte Alentejano, EPE","[39.3003425, -7.4263845]",1262,81.3,1026,Alentejo,2018,11
2018-11,"Centro Hospitalar Universitário do Algarve,EPE","[37.0238973, -7.9281554]",6842,73.6,5038,Algarve,2018,11
2018-11,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",2047,68.6,1404,Central,2018,11
2018-11,"Hospital Garcia de Orta, EPE","[38.6658713, -9.1822554]",8879,49.6,4408,Lisbon and Tagus Valley,2018,11
2018-11,"Centro Hospitalar de São João, EPE","[41.1831056, -8.6010558]",13357,75.3,10060,Northern,2018,11
2018-11,"Hospital da Senhora da Oliveira, Guimarães, EPE","[41.4387173, -8.3086907]",6132,76.7,4705,Northern,2018,11
2018-11,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",6248,81.8,5108,Northern,2018,11
2018-12,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",18967,61.2,11614,Central,2018,12
2018-12,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",1976,97.7,1931,Central,2018,12
2018-12,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",5897,63.6,3748,Lisbon and Tagus Valley,2018,12
2018-12,"Centro Hospitalar do Oeste, EPE","[39.4054629, -9.1258493]",3290,68.9,2267,Lisbon and Tagus Valley,2018,12
2018-12,"Hospital de Loures, PPP","[38.821455, -9.176296]",5774,72.8,4202,Lisbon and Tagus Valley,2018,12
2018-12,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",5268,80.8,4254,Northern,2018,12
2018-12,"Hospital de Braga, PPP","[41.56785, -8.398982]",18080,65.4,11819,Northern,2018,12
2018-12,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1814,67.0,1216,Northern,2018,12
2018-12,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",5976,79.4,4743,Northern,2018,12
2018-12,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",3980,84.0,3343,Northern,2018,12
2019-01,"Hospital Espírito Santo de Évora, EPE","[38.5684861, -7.9032848]",3469,72.0,2496,Alentejo,2019,1
2019-01,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",2080,66.4,1381,Central,2019,1
2019-01,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",15361,57.9,8887,Lisbon and Tagus Valley,2019,1
2019-01,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",7232,61.4,4437,Lisbon and Tagus Valley,2019,1
2019-01,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",1017,98.4,1001,Northern,2019,1
2019-01,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",1770,83.4,1477,Northern,2019,1
2019-02,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",946,84.2,797,Alentejo,2019,2
2019-02,"Centro Hospitalar do Baixo Vouga, EPE","[40.6362453, -8.6543716]",4009,89.8,3599,Central,2019,2
2019-02,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1123,88.5,994,Central,2019,2
2019-02,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",15297,58.1,8893,Lisbon and Tagus Valley,2019,2
2019-02,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",5566,60.4,3363,Lisbon and Tagus Valley,2019,2
2019-02,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",2521,92.3,2326,Northern,2019,2
2019-02,"Centro Hospitalar do Porto, EPE","[41.1472498, -8.6172617]",9571,79.6,7617,Northern,2019,2
